ProjectId	ProjectName	StationId	StationCode	StationName	SampleDate	Depth1	Depth2	pH	Konduktivitet	TSM	TOC	PO4-P	TOTP	NO3-N	NH4-N	TOTN	Si	As	Pb	Cd	Cu	Zn	Cr	Ni	Hg	Ca	DOC	POC	Nitrogen part	TOTP/F	Turbiditet		Temperatur	Ag	Cd-filt	Hg-filt	Ni-filt	NO3+NO2-N	Pb-filt	SiO2	STS	TOTN (old EF)	TOTN_F	TOTP_P
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	02.06.2020 12:20	0	0	7.43	6.47	23.9	5.1	18	22	65	< 2	170	1.72									8.25	4.6	1110	142	3	6													
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	03.06.2020 00:00	0	0				2.9	6	28		11	180											3.1			7								71		2.1			140	19
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	10.06.2020 00:00	0	0				8.3	38	60		21	240											3			41								61		1.94			310	18
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	22.06.2020 00:00	0	0				1.5	1	13		11	92											1.6			< 1								37		1.62			69	11
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	06.07.2020 10:15	0	0	7.52	6.93	2.21	3.3	2	2	37	< 2	84	1									9.3	3.6	205	17.5	< 1	1		6								2.4			
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	08.07.2020 00:00	0	0				1.8	1	9		9	77											1.4			3								38		1.83			76	5.5
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	01.08.2020 00:00	0	0																																					
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	03.08.2020 08:30	0	0	7.56	6.36	2.05	2.3	2	3	18	< 2	63	0.885	0.034	0.036	"< 0,003"	0.41	0.29	0.12	0.37	< 1	8.45	2.4	222	17.2	1	0.63		13.1	"< 0,002"	"< 0,003"	< 1	0.3		0.009					
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	07.09.2020 09:40	0	0	7.6	7.6	3.74	1.7	1	2	20	< 2	71	1.05									9.58	1.7	187	21.2	< 1	1.2		10.1											
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	05.10.2020 11:20	0	0																																					
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	05.10.2020 11:45	0	0	7.67	8.03	0.95	1.3	2	3	33	5	68	1.12	0.048	0.076	"< 0,003"	0.66	0.62	0.12	0.37	< 1	10.8	1.2	96.2	8.98	1	0.65		5.7	"< 0,002"	"< 0,003"	< 1	0.32		0.026					
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	02.11.2020 09:10	0	0	7.51	9.05	1.06	1.1	2	3	93	5	190	1.33									11.2	1	140	37.2	2	0.56		0.2											
12564	Elveoverv?ings hovedelver 2021-25	69594	TROEM?2	M?selva v/gml E6-brua	07.12.2020 10:45	0	0	7.55	7.54	2.1	1.1	2	3	63	11	150	1.27									9.63	1.2	348	51.5	1	0.62		0.1											
