Station ID	Station Code	Station name	Region	Date	Month	Depth1	Depth2	E4/E6	HI	SR	SAR(UV)	UVABS254(filtrert+ufiltrert)	E2/E3	SAR(VIS)	Total CDOM absorbtion	UVABS410(filtrert+ufiltrert)	sUVa 254	UVABS360(filtrert)	UVABS365(filtrert+ufiltrert)	sVISa 410	Farge	S275-295
29614	VAGEOTR	Otra	Skagerrak	02.06.2020 14:09	6	0	0	8.053	0.69	0.857	9.493	0.081	5.046	13.53	1338.661	0.007	3.237	0.017	0.016	0.289	13.994	-0.015
29614	VAGEOTR	Otra	Skagerrak	06.07.2020 14:45	7	0	0	-57.938	0.661	0.689	13.14	0.086	6.002	81.625	1310.143	0.005	3.3	0.016	0.014	0.203	10.201	-0.015
29614	VAGEOTR	Otra	Skagerrak	03.08.2020 11:35	8	0	0	10.575	0.707	0.794	8.841	0.127	4.719	14.059	2167.732	0.012	3.622	0.029	0.027	0.342	23.166	-0.014
29614	VAGEOTR	Otra	Skagerrak	07.09.2020 11:55	9	0	0	8.33	0.7	0.806	9.375	0.098	4.932	14.141	1638.339	0.009	3.252	0.022	0.02	0.291	16.9	-0.015
29614	VAGEOTR	Otra	Skagerrak	05.10.2020 09:50	10	0	0	8.703	0.714	0.765	8.683	0.175	4.65	13.514	3024.535	0.017	3.647	0.041	0.038	0.354	32.833	-0.013
29614	VAGEOTR	Otra	Skagerrak	02.11.2020 00:00	11	0	0	7.086	0.721	0.758	8.025	0.19	4.418	10.954	3352.959	0.02	4.307	0.047	0.043	0.453	38.584	-0.013
29614	VAGEOTR	Otra	Skagerrak	07.12.2020 11:05	12	0	0	7.476	0.719	0.755	8.103	0.151	4.443	11.554	2663.384	0.016	4.084	0.037	0.034	0.425	30.437	-0.013
29615	VESENUM	Numedalsl?en	Skagerrak	13.01.2020 12:40	1	0	0	8.053	0.713	0.754	8.563	0.163	4.66	12.308	2822.805	0.016	3.799	0.038	0.035	0.373	31.003	-0.013
29615	VESENUM	Numedalsl?en	Skagerrak	03.02.2020 14:00	2	0	0	7.541	0.713	0.783	8.314	0.175	4.59	11.065	3042.049	0.018	4.074	0.042	0.038	0.415	34.501	-0.013
29615	VESENUM	Numedalsl?en	Skagerrak	02.03.2020 14:20	3	0	0	4.505	0.708	0.81	8.478	0.128	4.686	7.918	2206.655	0.013	3.775	0.03	0.027	0.376	24.725	-0.014
29615	VESENUM	Numedalsl?en	Skagerrak	13.04.2020 11:45	4	0	0	7.1	0.714	0.805	8.197	0.167	4.53	10.169	2910.787	0.017	4.395	0.04	0.037	0.455	33.491	-0.014
29615	VESENUM	Numedalsl?en	Skagerrak	04.05.2020 09:20	5	0	0	7.783	0.717	0.792	8.174	0.192	4.515	11.261	3352.094	0.02	4.166	0.046	0.042	0.43	38.305	-0.013
29615	VESENUM	Numedalsl?en	Skagerrak	02.06.2020 07:45	6	0	0	7.347	0.704	0.825	8.74	0.141	4.76	10.953	2406.55	0.014	3.211	0.032	0.03	0.312	26.556	-0.014
29615	VESENUM	Numedalsl?en	Skagerrak	06.07.2020 13:00	7	0	0	7.039	0.713	0.796	8.75	0.174	4.738	11.87	2984.151	0.017	3.699	0.04	0.037	0.357	32.511	-0.014
29615	VESENUM	Numedalsl?en	Skagerrak	03.08.2020 14:40	8	0	0	8.329	0.714	0.788	8.43	0.244	4.601	11.886	4222.82	0.024	3.928	0.058	0.053	0.393	47.11	-0.014
29615	VESENUM	Numedalsl?en	Skagerrak	07.09.2020 00:00	9	0	0	7.23	0.691	0.863	9.506	0.091	5.102	10.615	1494.067	0.008	3.236	0.019	0.018	0.287	15.542	-0.015
29615	VESENUM	Numedalsl?en	Skagerrak	05.10.2020 14:20	10	0	0	7.983	0.716	0.744	8.699	0.368	4.709	12.475	6351.678	0.036	3.875	0.085	0.078	0.376	69.141	-0.013
29615	VESENUM	Numedalsl?en	Skagerrak	02.11.2020 11:30	11	0	0	7.116	0.718	0.761	8.354	0.289	4.59	10.519	5040.568	0.029	4.253	0.068	0.063	0.43	56.61	-0.013
29615	VESENUM	Numedalsl?en	Skagerrak	07.12.2020 12:15	12	0	0	7.186	0.71	0.773	8.512	0.17	4.649	10.651	2939.454	0.017	4.601	0.04	0.037	0.459	32.841	-0.013
29617	?STEGLO	Glomma ved Sarpsfoss	Skagerrak	13.01.2020 07:10	1	0	0	7.818	0.715	0.777	8.377	0.205	4.621	10.877	3554.731	0.021	3.865	0.048	0.044	0.391	40.14	-0.013
29617	?STEGLO	Glomma ved Sarpsfoss	Skagerrak	10.02.2020 07:15	2	0	0	7.367	0.718	0.774	8.178	0.218	4.534	10.619	3808.495	0.023	3.96	0.052	0.048	0.412	43.805	-0.013
29617	?STEGLO	Glomma ved Sarpsfoss	Skagerrak	02.03.2020 17:30	3	0	0	6.29	0.722	0.795	7.717	0.223	4.349	9.108	3968.931	0.025	4.38	0.056	0.051	0.485	47.825	-0.013
29617	?STEGLO	Glomma ved Sarpsfoss	Skagerrak	14.04.2020 17:40	4	0	0	6.483	0.709	0.82	8.549	0.17	4.713	9.932	2922.77	0.017	4.059	0.039	0.036	0.402	32.69	-0.014
29617	?STEGLO	Glomma ved Sarpsfoss	Skagerrak	11.05.2020 05:15	5	0	0	7.643	0.714	0.808	8.36	0.2	4.639	11.13	3454.635	0.02	2.171	0.047	0.043	0.22	39.25	-0.014
29617	?STEGLO	Glomma ved Sarpsfoss	Skagerrak	18.05.2020 14:00	5	0	0	6.388	0.712	0.825	8.326	0.185	4.626	9.332	3204.866	0.019	5.145	0.043	0.04	0.527	36.741	-0.014
29617	?STEGLO	Glomma ved Sarpsfoss	Skagerrak	25.05.2020 14:45	5	0	0	7.022	0.712	0.827	8.334	0.178	4.624	10.168	3078.752	0.018	3.239	0.042	0.039	0.331	35.213	-0.014
29617	?STEGLO	Glomma ved Sarpsfoss	Skagerrak	02.06.2020 17:00	6	0	0	8.518	0.715	0.803	8.418	0.179	4.634	12.223	3101.153	0.018	3.983	0.042	0.039	0.402	34.965	-0.014
29617	?STEGLO	Glomma ved Sarpsfoss	Skagerrak	15.06.2020 11:00	6	0	0	7.856	0.713	0.812	8.483	0.16	4.67	11.643	2755.242	0.016	3.019	0.037	0.034	0.301	30.867	-0.014
29617	?STEGLO	Glomma ved Sarpsfoss	Skagerrak	25.06.2020 13:20	6	0	0	8.959	0.692	0.88	9.696	0.106	5.24	13.179	1725.88	0.009	3.198	0.022	0.02	0.277	17.674	-0.015
29617	?STEGLO	Glomma ved Sarpsfoss	Skagerrak	06.07.2020 06:45	7	0	0	36.417	0.636	0.738	14.135	0.084	6.569	43.779	1233.977	0.005	2.715	0.014	0.013	0.156	9.358	-0.016
