Station ID	Station Code	Station name	Date	Depth1	Depth2	Qs	pH	KOND	TURB860	SPM	TOC	PO4-P	TOTP	NO3-N	NH4-N	TOTN	SiO2	As	Pb	Cd	Cu	Zn	Ni	Cr
29837	ROGEVIK	Vikedalselva	05.03.2018 09:00	0	0	5.22	6.7	3.94	<0.3	0.34	0.77	<1	3	320	3	435	1.723							
29837	ROGEVIK	Vikedalselva	03.04.2018 10:00	0	0	4.128	6.76	3.71	0.36	2.15	1	3	6	360	4	425	1.485							
29837	ROGEVIK	Vikedalselva	07.05.2018	0	0	8.463																		
29837	ROGEVIK	Vikedalselva	07.05.2018 09:45	0	0	8.463	6.56	2.24	<0.3	0.82	1	<1	3	150	6	245	0.784	0.094	0.123	0.013	0.28	1.6	0.3	0.032
29837	ROGEVIK	Vikedalselva	04.06.2018 13:00	0	0	3.287	6.66	2.28	<0.3	0.2	0.87	1	3	120	4	180	0.568							
29837	ROGEVIK	Vikedalselva	30.07.2018 10:30	0	0	3.23	7.14	4.04	0.66	0.8	1.1	<1	4	290	<2	400	1.052							
29837	ROGEVIK	Vikedalselva	13.08.2018 09:45	0	0	8.192	6.48	2.16	0.46	1.03	1.5	1	3	160	13	260	0.724	0.2	0.032	0.008	0.35	2.5	0.24	0.034
29837	ROGEVIK	Vikedalselva	03.09.2018 08:15	0	0	6.128	6.59	2.59	0.5	1.11	2.2	<1	3	310	4	430	0.964							
29837	ROGEVIK	Vikedalselva	01.10.2018	0	0	25.223																		
29837	ROGEVIK	Vikedalselva	01.10.2018 10:10	0	0	25.223	6.44	2.17	0.6	0.8	1.5	1	3	170	4	210	0.887	0.18	0.155	0.015	0.43	2	0.35	0.25
29837	ROGEVIK	Vikedalselva	05.11.2018 09:30	0	0	10.487	6.44	2.12	<0.3	0.54	1.2	<1	3	160	2	230	0.932							
29837	ROGEVIK	Vikedalselva	03.12.2018 09:45	0	0	11.62	6.49	2.15	0.69	2.83	1.3	3	6	170	6	250	0.947							
29821	HOREVOS	Vosso (Bolstadelvi)	05.01.2015 12:50	0	0	60.647	6.49	1.59	0.57	0.62	1.2	2	4	146	9	245	1.119	0.069	0.043	0.005	0.35	0.89	0.36	0.06
29821	HOREVOS	Vosso (Bolstadelvi)	02.02.2015 13:30	0	0	24.621	6.57	2.13	<0.3	0.21	1.1	1	4	142	4	240	1.161	0.058	0.043	0.007	0.29	1.31	0.37	0.046
29821	HOREVOS	Vosso (Bolstadelvi)	02.03.2015 10:15	0	0	45.997	6.43	2.34	0.43	0.39	1.2	1	3	200	<2	290	1.286	0.064	0.044	0.005	0.37	1.38	0.4	0.067
29821	HOREVOS	Vosso (Bolstadelvi)	07.04.2015 11:30	0	0	20.127	6.74	2.16	0.54	0.56	1.1	1	4	210	<2	300	1.326	0.084	0.05	0.005	0.42	1.1	0.39	0.057
29821	HOREVOS	Vosso (Bolstadelvi)	04.05.2015 12:30	0	0	46.343	6.6	2.41	0.76	0.74	1.4	3	5	200	<2	345	1.431	0.12	0.287	0.011	0.56	1.8	0.53	0.14
29821	HOREVOS	Vosso (Bolstadelvi)	02.06.2015 10:20	0	0	165.936	6.7	2.05	0.43	1.5	1.3	<1	3	130	4	275	1.191	0.07	0.062	0.007	0.38	1.2	0.38	0.05
29821	HOREVOS	Vosso (Bolstadelvi)	07.07.2015 14:00	0	0	572.959	6.37	1.09	0.55	0.96	0.75	<1	3	51	7	111	0.838	0.072	0.082	0.005	0.26	1.2	0.24	0.042
29821	HOREVOS	Vosso (Bolstadelvi)	03.08.2015 10:32	0	0	119.912	6.36	<1	0.8	0.34	0.57	<1	2	29	7	88	0.604	0.079	0.049	0.006	0.24	0.83	0.18	<0.025
29821	HOREVOS	Vosso (Bolstadelvi)	07.09.2015 12:15	0	0	65.606	6.45	<1	0.43	0.58	0.83	<1	2	44	<2	124	0.621	0.038	0.042	0.004	0.2	0.51	0.2	0.029
29821	HOREVOS	Vosso (Bolstadelvi)	05.10.2015 10:40	0	0	45.705	6.41	<1	0.39	0.41	0.83	<1	2	50	4	132	0.564	0.066	0.045	0.005	0.29	0.96	0.15	0.044
29821	HOREVOS	Vosso (Bolstadelvi)	02.11.2015 10:50	0	0	125.376	6.32	1.04	0.43	0.43	1.1	<1	3	82	9	165	0.816	0.078	0.042	0.004	0.27	0.89	0.24	0.045
29821	HOREVOS	Vosso (Bolstadelvi)	07.12.2015 12:20	0	0	250.3	6.32	1.44	0.69	1.31	1.4	2	5	140	5	250	1.035	0.077	0.085	0.006	0.41	1.1	0.54	0.085
29821	HOREVOS	Vosso (Bolstadelvi)	04.01.2016 12:45	0	0	34.896	6.48	1.55	0.8	0.82	1.2	2	4	130	8	225	1.011	0.12	0.113	0.027	0.4	3.2	0.36	0.086
29821	HOREVOS	Vosso (Bolstadelvi)	01.02.2016 11:40	0	0	60.127	6.48	1.88	0.36	0.69	0.91	2	4	110	3	185	0.819	0.057	0.078	0.008	0.3	1.3	0.33	0.055
29821	HOREVOS	Vosso (Bolstadelvi)	01.03.2016 07:15	0	0	12.022	6.66	2.69	0.46	0.38	0.99	2	3	160	9	260	1.191	0.078	0.037	0.006	0.34	1.6	0.37	0.041
29821	HOREVOS	Vosso (Bolstadelvi)	04.04.2016 09:30	0	0	33.81	6.5	2.42	0.56	0.73	0.95	1	3	150	2	230	1.108	0.095	0.05	0.008	0.33	1.5	0.36	0.051
29821	HOREVOS	Vosso (Bolstadelvi)	09.05.2016 12:45	0	0	195.033	6.67	3.11	0.3	0.47	0.88	<1	3	130	7	245	1.018	0.056	0.04	0.004	0.3	1.3	0.29	0.044
29821	HOREVOS	Vosso (Bolstadelvi)	06.06.2016 13:15	0	0	329.185	6.44	1.7	0.38	0.41	0.77	<1	2	82	3	165	0.904	0.05	0.073	0.007	0.64	4.4	0.23	0.041
29821	HOREVOS	Vosso (Bolstadelvi)	05.07.2016	0	0	158.918	6.29	1.29	0.34	<0.2	0.97	<1	2	45	4	129	0.711	0.048	0.058	0.005	0.26	0.84	0.14	0.072
29821	HOREVOS	Vosso (Bolstadelvi)	01.08.2016	0	0	162.717																		
29821	HOREVOS	Vosso (Bolstadelvi)	01.08.2016 12:25	0	0	162.717	6.35	1.05	0.31	0.75	1.4	<1	3	39	<2	148	0.718	0.059	0.067	0.005	0.34	0.86	0.27	0.084
29821	HOREVOS	Vosso (Bolstadelvi)	06.09.2016	0	0	85.693																		
29821	HOREVOS	Vosso (Bolstadelvi)	06.09.2016 07:20	0	0	85.693	6.56	1.13	<0.3	0.64	1.5	<1	3	56	3	150	0.87	0.085	0.059	0.003	0.26	0.8	0.19	0.047
29821	HOREVOS	Vosso (Bolstadelvi)	05.10.2016	0	0	64.352	6.54	1.38	0.64	0.93	1.6	<1	4	87	17	225	0.975	0.047	0.079	0.007	0.35	1	0.28	0.061
29821	HOREVOS	Vosso (Bolstadelvi)	01.11.2016 12:00	0	0	135.351	6.52	1.55	0.51	0.51	1.3	1	4	91	20	205	0.883	0.073	0.059	0.004	0.36	1.1	0.31	0.05
29821	HOREVOS	Vosso (Bolstadelvi)	06.12.2016 12:40	0	0	36.384	6.58	1.73	<0.3	0.36	1.4	<1	3	140	5	220	1.082	0.072	0.045	0.004	0.31	0.9	0.29	0.06
29821	HOREVOS	Vosso (Bolstadelvi)	23.01.2017 13:05	0	0	96.913	6.36	2.42	0.39	0.45	1.1	1	3	160	2	215	1.125							
29821	HOREVOS	Vosso (Bolstadelvi)	06.02.2017 11:30	0	0	20.911	6.38	2.31	0.42	0.49	1.1	<1	2	160	<2	220	1.151	0.067	0.134	0.008	0.49	3.3	0.53	0.062
29821	HOREVOS	Vosso (Bolstadelvi)	06.03.2017 10:25	0	0	15.461	6.5	2.17	0.64	1.17	1	1	4	160	<2	220	1.08							
29821	HOREVOS	Vosso (Bolstadelvi)	03.04.2017 09:15	0	0	154.237	6.59	2.64	0.54	0.43	1.1	<1	4	180	<2	250	1.194							
29821	HOREVOS	Vosso (Bolstadelvi)	02.05.2017 12:40	0	0	27.213	6.68	2.89	0.46	<0.1	1.4	<1	3	260	8	310	1.339	0.062	0.043	0.008	0.33	1.4	0.38	0.049
29821	HOREVOS	Vosso (Bolstadelvi)	06.06.2017 12:20	0	0	268.06	6.32	1.41	0.34	0.54	1.2	<1	<1	78	6	130	0.93							
29821	HOREVOS	Vosso (Bolstadelvi)	03.07.2017 11:40	0	0	127.981	6.47	1.12	0.57	0.5	1	<1	2	40	<2	110	0.696							
29821	HOREVOS	Vosso (Bolstadelvi)	07.08.2017 10:48	0	0	132.329	6.47	1.02	0.36	0.46	1.1	<1	2	30	4	93	0.671	0.054	0.047	0.005	0.32	0.71	0.22	0.049
29821	HOREVOS	Vosso (Bolstadelvi)	04.09.2017 12:50	0	0	34.059	6.65	1.17	1.1	3.01	1.2	3	8	45	2	165	0.861							
29821	HOREVOS	Vosso (Bolstadelvi)	02.10.2017 12:40	0	0	177.076	6.71	1.28	<0.3	0.63	1.2	2	4	60	9	72	0.842	0.069	0.044	0.003	0.31	0.7	0.23	0.05
29821	HOREVOS	Vosso (Bolstadelvi)	06.11.2017 08:11	0	0	70.764	6.67	1.49	0.5	0.61	1.6	3	5	120	8	250	1.181							
29821	HOREVOS	Vosso (Bolstadelvi)	04.12.2017 14:10	0	0	29.739	6.63	1.8	<0.3	0.93	1.3	2	4	140	3	230	1.202							
29821	HOREVOS	Vosso (Bolstadelvi)	02.01.2018 11:55	0	0	34.013	6.52	1.79	0.73	0.85	1.3	3	6	160	8	235	1.309							
29821	HOREVOS	Vosso (Bolstadelvi)	05.02.2018 10:45	0	0	17.244	6.38	1.9	<0.3	0.36	1	1	3	130	6	210	1.018	0.067	0.049	0.004	0.3	1.1	0.31	0.046
29821	HOREVOS	Vosso (Bolstadelvi)	06.03.2018 11:45	0	0	8.086	6.5	1.63	<0.3	0.33	0.8	<1	3	94	3	165	0.864							
29821	HOREVOS	Vosso (Bolstadelvi)	03.04.2018 10:20	0	0	8.664	6.52	1.6	<0.3	0.27	0.87	<1	3	100	3	148	0.855							
29821	HOREVOS	Vosso (Bolstadelvi)	07.05.2018 10:15	0	0	353.1	6.48	2.02	0.41	0.63	1.2	2	2	190	10	310	1.279	0.078	0.043	0.007	0.36	1.1	0.33	0.044
29821	HOREVOS	Vosso (Bolstadelvi)	04.06.2018 08:30	0	0	180.632	6.47	0.97	0.31	1.1	0.8	1	3	50	16	85	0.741							
29821	HOREVOS	Vosso (Bolstadelvi)	02.07.2018 10:30	0	0	42.927	6.36	1.01	<0.3	0.43	0.65	<1	2	43	4	73	0.596							
29821	HOREVOS	Vosso (Bolstadelvi)	06.08.2018 11:30	0	0	86.745	6.48	1.02	<0.3	0.46	0.96	1	3	28	5	66	0.611	0.068	0.046	0.006	0.52	0.84	0.25	0.026
29821	HOREVOS	Vosso (Bolstadelvi)	03.09.2018 12:35	0	0	31.458	6.5	1.17	0.4	0.41	2	<1	3	63	4	140	0.87							
29821	HOREVOS	Vosso (Bolstadelvi)	01.10.2018 10:15	0	0	261.183	6.43	1.37	0.74	0.93	1.5	1	4	120	<2	160	1.106	0.093	0.096	0.006	0.39	0.97	0.32	0.077
29821	HOREVOS	Vosso (Bolstadelvi)	05.11.2018 14:35	0	0	72.596	6.41	1.24	0.76	0.87	1.2	2	4	79	<2	130	1.044							
29821	HOREVOS	Vosso (Bolstadelvi)	03.12.2018 10:48	0	0	41.23	6.45	1.29	0.48	0.52	1.2	2	3	88	4	160	1.024							
