Station ID	Station Code	Station name	Date	Depth1	Depth2	Qs	pH	KOND	TURB860	SPM	TOC	PO4-P	TOTP	NO3-N	NH4-N	TOTN	SiO2	As	Pb	Cd	Cu	Zn	Ni	Cr
36225	OSLEALN	Alna	05.01.2015 11:40	0	0	0.598	8	40.14	3.2	4.01	4.3	56	63	845	233	1610	8.4	0.27	0.353	0.026	2.56	8.3	0.8	0.24
36225	OSLEALN	Alna	05.02.2015 13:40	0	0	0.976	7.77	41.6	3.9	9.51	3.9	47	53	660	220	1310	7.971	0.29	0.689	0.041	2.6	9.95	0.77	0.28
36225	OSLEALN	Alna	03.03.2015 12:35	0	0	4.017	7.82	52.1	9.4	14.9	4.8	46	50	810	84	1320	7.414	0.37	0.832	0.049	4.45	17.3	1.1	0.51
36225	OSLEALN	Alna	08.04.2015 13:30	0	0	1.175	8.12	38.6	3.1	5.19	4.2	23	31	770	70	1190	6.921	0.26	0.399	0.026	2.91	9	0.83	0.41
36225	OSLEALN	Alna	04.05.2015 10:00	0	0	0.497	7.96	42.6	3	5.38	4	42	58	880	150	1700	4.136	0.32	0.314	0.025	3.18	8	0.75	0.21
36225	OSLEALN	Alna	04.06.2015 12:20	0	0	3.053	7.97	32.3	2.6	8.16	4.6	37	43	830	68	1470	6.857	0.35	0.523	0.03	3.41	9.3	0.82	0.37
36225	OSLEALN	Alna	01.07.2015 12:15	0	0	0.491	8.08	42.3	5.1	7.84	4.1	35	90	1080	120	1720	7.264	0.46	0.224	0.032	3.2	9.8	1.03	0.34
36225	OSLEALN	Alna	05.08.2015 09:25	0	0	0.977	7.78	19.6	99	202	7.4	390	470	640	<2	1500	7.157	1.52	23.5	0.73	26.2	129	4.98	5.57
36225	OSLEALN	Alna	07.09.2015 09:15	0	0	2.37	8.01	31.1	6.5	8.62	5.5	43	49	870	120	1500	8.379	0.45	0.914	0.05	3.95	21.5	1.12	0.54
36225	OSLEALN	Alna	06.10.2015 10:40	0	0	0.571	8.01	38.9	2	1.93	4.1	79	90	1190	350	2200	8.379	0.38	0.248	0.042	2.94	9.4	0.86	0.19
36225	OSLEALN	Alna	03.11.2015 11:15	0	0	0.373	7.93	35.6	1.7	1.81	4.3	75	96	1150	240	1900	8.036	0.35	0.188	0.028	2.62	8.6	0.82	0.13
36225	OSLEALN	Alna	03.12.2015 10:40	0	0	1.539	7.96	37.9	3.9	6.11	4.9	44	55	740	180	1380	7.093	0.37	0.479	0.03	2.98	9.7	0.91	0.33
36225	OSLEALN	Alna	05.01.2016 11:15	0	0	0.839	7.96	47.6	6.6	8.88	4.2	54	57	830	290	1600	7.864	0.38	0.532	0.04	2.68	10.2	0.99	0.43
36225	OSLEALN	Alna	04.02.2016 11:00	0	0	1.12	7.89	54.6	5.8	7.64	4.1	47	62	690	150	1340	7.307	0.31	0.485	0.036	2.65	10.2	0.88	0.38
36225	OSLEALN	Alna	02.03.2016 11:00	0	0	0.598	7.9	66.2	10	13.9	5.4	220	250	790	1000	3300	8.143	0.35	0.362	0.036	3.51	11.9	0.94	0.53
36225	OSLEALN	Alna	06.04.2016 10:00	0	0	3.696	7.69	39.2	10	15.9	5.2	36	54	780	89	1320	7.436	0.39	0.846	0.041	3.34	12	1.11	0.69
36225	OSLEALN	Alna	09.05.2016 10:20	0	0	0.851	8.14	45.4	2.5	3	4.2	22	34	910	40	1500	6.343	0.33	0.321	0.033	2.68	7.1	0.97	0.43
36225	OSLEALN	Alna	01.06.2016 09:50	0	0	0.751	8.06	43.6	3.4	5.26	4.1	36	52	1030	110	1600	7.071	0.43	0.492	0.056	3.19	10.7	0.89	0.41
36225	OSLEALN	Alna	07.07.2016 09:10	0	0	0.7	8.21	39.9	4.7	4.35	4.2	46	62	1050	68	1500	7.479	0.47	0.655	0.037	3.2	11.3	0.95	0.51
36225	OSLEALN	Alna	03.08.2016	0	0	0.568																		
36225	OSLEALN	Alna	03.08.2016 10:30	0	0	0.568	8.13	43.9	4	3.93	4.2	77	100	1200	39	2000	7.521	0.42	0.259	0.029	2.6	7.6	0.83	0.18
36225	OSLEALN	Alna	06.09.2016	0	0	0.398																		
36225	OSLEALN	Alna	06.09.2016 09:05	0	0	0.398	8.14	39.7	1.7	3.03	4	72	85	1600	140	2100	7.286	0.38	0.214	0.021	2.43	6.1	0.76	0.2
36225	OSLEALN	Alna	04.10.2016 09:00	0	0	0.354	8.02	38.4	2.2	1.87	3.7	55	63	1160	9	1900	6.943	0.33	0.25	0.02	2.05	5.9	0.65	0.17
36225	OSLEALN	Alna	01.11.2016 10:40	0	0	0.376	7.83	24.6	9.9	11.4	4.5	68	92	770	72	1450	5.764	0.41	0.817	0.029	4.77	17.4	1.12	0.71
36225	OSLEALN	Alna	06.12.2016 10:50	0	0	0.564	7.88	39.9	2.8	3.74	4.2	48	59	1040	300	1900	7.179	0.28	0.228	0.023	2.35	9.5	0.72	0.24
36225	OSLEALN	Alna	20.01.2017 10:30	0	0	0.49	7.73	60.9	3.9	4.16	4.4	47	71	850	220	1800	6.75							
36225	OSLEALN	Alna	07.02.2017 13:00	0	0	0.43	7.9	76.2	4	5.19	4.3	50	76	770	270	1700	6.471	0.27	0.142	0.029	2.17	10.1	0.63	0.16
36225	OSLEALN	Alna	17.02.2017	0	0	0.32																		
36225	OSLEALN	Alna	03.03.2017 10:20	0	0	1.87	7.83	63.8	10	11.3	5.7	46	64	920	53	1600	7.329							
36225	OSLEALN	Alna	05.04.2017 09:30	0	0	1.66	7.87	40.6	9.5	10.9	4.7	43	58	760	100	1320	6.75							
36225	OSLEALN	Alna	02.05.2017	0	0	0.69																		
36225	OSLEALN	Alna	03.05.2017	0	0	0.64	8.06	44.8	4.6	4.14	4.4	44	60	1130	<2	1380	4.65	0.29	0.215	0.022	2.3	6	0.62	0.2
36225	OSLEALN	Alna	08.06.2017 12:20	0	0	1.69	7.92	38.8	8.5	10	4	26	34	1050	28	1500	6.45							
36225	OSLEALN	Alna	21.06.2017	0	0	0.81																		
36225	OSLEALN	Alna	05.07.2017 09:30	0	0	0.32	7.96	48.6	6	9.65	5.3	110	150	1160	280	2000	7.479							
36225	OSLEALN	Alna	03.08.2017	0	0	0.58																		
36225	OSLEALN	Alna	03.08.2017 09:15	0	0	0.58	7.99	38.1	5.2		4.3	79	94	1300	28	1900	6.814	0.47	0.494	0.027	3.12	9	0.9	0.35
36225	OSLEALN	Alna	04.09.2017 10:15	0	0	0.48	8.03	41.6	3.6	2.83	3.8	120	100	1400	180	2100	7.65							
36225	OSLEALN	Alna	02.10.2017	0	0	0.69																		
36225	OSLEALN	Alna	04.10.2017 10:45	0	0	1.41	8.07	32.5	20	21.25	5	59	78	390	<2	1300	6.964	0.88	6.76	0.221	16.4	73.7	4.32	3.94
36225	OSLEALN	Alna	11.10.2017	0	0	0.61																		
36225	OSLEALN	Alna	07.11.2017 10:30	0	0	2.55	8.04	26.6	6.6	11.06	5.6	39	49	750	37	1100	7.586							
36225	OSLEALN	Alna	05.12.2017 11:40	0	0	0.68	8.05	39.7	3.9	4.58	3.5	49	59	960	250	1600	7.329							
36225	OSLEALN	Alna	04.01.2018 10:35	0	0	1.108	7.9	127	4.1	3.62	4.2	4	8	290	9	490	7.136							
36225	OSLEALN	Alna	06.02.2018 11:50	0	0	0.667	7.9	66.5	3.5	3.54	4.2	46	60	910	230	1600	7.179	0.24	0.243	0.036	2.36	9.7	0.68	0.23
36225	OSLEALN	Alna	07.03.2018 11:40	0	0	0.477	7.97	68.7	4.2	3.37	2.7	50	65	760	270	1600	6.386							
36225	OSLEALN	Alna	05.04.2018 13:15	0	0	1.985	7.79	97.6	97	116.2	16.2	210	240	1190	11	1900	9.214							
36225	OSLEALN	Alna	03.05.2018 10:20	0	0	2.238	7.92	39.9	8.8	8.01	4.1	32	28	660	<2	1030	6.043	0.38	0.558	0.038	3.02	11.6	0.95	0.5
36225	OSLEALN	Alna	24.05.2018	0.5	0.5	0.366																		
36225	OSLEALN	Alna	05.06.2018 10:50	0	0	0.323	8.09	54.1	2.8	3.96	3	42	56	1100	22	1500	6.386							
36225	OSLEALN	Alna	03.07.2018 09:25	0	0	0.319	8.08	51.2	3.5	3.77	3.2	52	68	1400	26	1900	6.664							
36225	OSLEALN	Alna	07.08.2018 10:05	0	0	0.291	8.1	44.1	2.5	2.22	3.2	56	49	1150	<2	1700	6.9	0.45	0.202	0.023	1.92	4.8	0.63	0.13
36225	OSLEALN	Alna	01.09.2018	0.5	0.5	0.3																		
36225	OSLEALN	Alna	04.09.2018 09:40	0	0	0.258	8.06	46.9	3.5	2.95	2.6	67	89	1160	<2	1700	6.771							
36225	OSLEALN	Alna	03.10.2018 10:30	0	0	0.948	8.01	39.6	9.5	4.98	2.6	51	62	1180	<2	1600	6.236	0.34	0.553	0.029	3.58	11.8	0.94	0.56
36225	OSLEALN	Alna	05.11.2018 11:05	0	0	1.002	7.95	39.1	3.7	2.82	3	37	46	1190	75	1600	7.179							
36225	OSLEALN	Alna	05.12.2018 10:25	0	0	3.703	8.1	30.1	8.8	14.8	4.6	38	51	1020	<2	1300	7.5							
29779	FINEALT	Altaelva	05.01.2015 13:00	0	0	26.453	7.54	9.18	0.3	0.42	2.9	3	6	93	<2	295	5.979	0.13	0.007	<0.003	0.42	<0.15	0.24	0.15
29779	FINEALT	Altaelva	09.02.2015 08:00	0	0	25.845	7.58	8.16	0.43	0.44	2.7	4	4	63	<2	205	5.829	0.11	<0.005	<0.003	0.41	<0.15	0.23	0.17
29779	FINEALT	Altaelva	09.03.2015 10:10	0	0	23.734	7.76	8.28	0.37	0.41	2.7	4	6	43	<2	230	6.429	0.11	0.006	<0.003	0.38	<0.15	0.22	0.16
29779	FINEALT	Altaelva	07.04.2015 07:30	0	0	24.247	7.73	7.95	<0.3		2.6	1	3	38	<2	175	5.379	0.11	0.012	<0.003	0.38	<0.15	0.21	0.14
29779	FINEALT	Altaelva	07.05.2015 08:40	0	0	59.859	7.63	9.34	0.48	0.86	2.6	<1	4	62	<2	240	6.086	0.11	0.015	<0.003	0.45	<0.15	0.23	0.18
29779	FINEALT	Altaelva	08.06.2015 08:50	0	0	351.106	7.36	5.31	1.7	6.52	4.5	5	11	25	<2	225	3.193	0.18	0.043	0.004	0.66	0.33	0.51	0.59
29779	FINEALT	Altaelva	06.07.2015 08:15	0	0	110.142	7.46	7.44	<0.3	0.46	3.1	2	5	43	18	190	3.75	0.17	0.007	<0.003	0.49	0.17	0.22	0.11
29779	FINEALT	Altaelva	04.08.2015 08:17	0	0	124.454	7.51	5.42	0.42	1.1	3.2	<1	5	20	2	175	3.364	0.12	0.011	<0.003	0.5	0.17	0.24	0.15
29779	FINEALT	Altaelva	07.09.2015 08:50	0	0	57.116	7.55	7.24	0.44	0.65	2.9	3	7	20	<2	275	3.171	0.12	0.009	<0.003	0.44	<0.15	0.21	0.11
29779	FINEALT	Altaelva	12.10.2015 09:00	0	0	70.558	7.51	7.44	0.36	0.41	2.9	1	4	48	<2	210	3.836	0.14	0.006	<0.003	0.4	0.17	0.25	0.13
29779	FINEALT	Altaelva	09.11.2015 08:50	0	0	47.837	7.71	8.52	<0.3	0.4	2.9	1	5	75	35	300	4.607	0.14	0.009	<0.003	0.45	<0.15	<0.04	0.15
29779	FINEALT	Altaelva	02.12.2015 12:30	0	0	34.682	7.54	6.9	<0.3	0.33	2.9	1	4	53	<2	200	4.971	0.12	0.009	<0.003	0.44	<0.15	0.24	0.15
29779	FINEALT	Altaelva	04.01.2016 12:15	0	0	28.6	7.65	12.3	<0.3	<1	2.4	6	8	130	12	290	5.486	0.24	0.04	0.02	0.44	1.1	0.2	0.14
29779	FINEALT	Altaelva	02.02.2016 10:45	0	0	28.581	7.5	8.28	1	0.29	2.9	3	4	77	63	305	5.571	0.11	0.006	<0.003	0.4	<0.15	0.2	0.15
29779	FINEALT	Altaelva	07.03.2016	0	0	27.203	7.56	9.77	1.5	0.41	2.7	6	10	81	64	300	6.429	0.18	0.007	<0.003	0.39	0.22	0.19	0.14
29779	FINEALT	Altaelva	04.04.2016 14:15	0	0	26.912	7.67	10.3	5.7	5.4	2.7	5	7	54	6	200	6.536	0.11	0.073	<0.003	0.75	0.21	0.4	0.52
29779	FINEALT	Altaelva	03.05.2016 11:20	0	0	82.384	7.68	9.22	0.46	0.88	3.6	1	5	81	33	300	5.593	0.11	0.016	<0.003	0.52	0.26	0.26	0.19
29779	FINEALT	Altaelva	06.06.2016 08:40	0	0	183.442	7.63	7.9	<0.3	1.98	3.6	3	9	49	<2	225	4.007	0.15	0.016	<0.003	0.53	0.17	0.12	0.17
29779	FINEALT	Altaelva	11.07.2016 08:55	0	0	419.732	7.59	4.9	0.87	3.03	4.2	3	7	14	3	205	3.664	0.12	0.051	<0.003	0.75	0.54	0.41	0.36
29779	FINEALT	Altaelva	08.08.2016 12:00	0	0	210.52																		
29779	FINEALT	Altaelva	08.08.2016 12:40	0	0	210.52	7.59	5.59	0.67	2.14	4.4	5	5	28	<2	215	3.986	0.15	0.014	<0.003	0.59	0.22	0.35	0.35
29779	FINEALT	Altaelva	05.09.2016	0	0	148.755																		
29779	FINEALT	Altaelva	05.09.2016 08:30	0	0	148.755	7.57	7.49	<0.3	0.6	4.2	2	5	44	5	240	4.157	0.16	0.01	<0.003	0.38	<0.15	0.26	0.17
29779	FINEALT	Altaelva	04.10.2016 11:45	0	0	161.802	7.52	5.69	<0.3	0.76	4.7	1	5	24	<2	195	4.5	0.097	0.013	<0.003	0.45	0.17	0.29	0.2
29779	FINEALT	Altaelva	11.11.2016 12:00	0	0	41.188	7.55	8.67	0.37	0.46	3.7	1	5	99	36	320	5.014	0.15	0.007	<0.003	0.41	<0.15	0.25	0.18
29779	FINEALT	Altaelva	05.12.2016 11:15	0	0	42.478	7.55	9.12	<0.3	<0.33	3.8	6	10	100	59	315	5.357	0.16	0.009	<0.003	0.42	<0.15	0.4	0.19
29779	FINEALT	Altaelva	23.01.2017 09:50	0	0	37.807	7.48	8.01	<0.3	<0.2	3.5	3	5	87	<2	205	6							
29779	FINEALT	Altaelva	06.02.2017 13:40	0	0	35.672	7.64	8.5	0.46	<0.33	3.4	3	5	84	<2	195	6.386	0.13	0.005	<0.003	0.39	<0.15	0.24	0.19
29779	FINEALT	Altaelva	06.03.2017 13:45	0	0	33.609	7.59	8.86	<0.3	<0.2	3.2	2	5	94	<2	215	6.621							
29779	FINEALT	Altaelva	03.04.2017 11:30	0	0	33.514	7.63	8.49	<0.3	0.2	3.3	<1	4	53	<2	170	6.15							
29779	FINEALT	Altaelva	07.05.2017 16:15	0	0	60.253	7.79	11.2	<0.3	0.66	2.9	1	5	110	23	265	6.429	0.12	0.008	<0.003	0.39	<0.15	0.17	0.17
29779	FINEALT	Altaelva	06.06.2017 11:05	0	0	134.436	7.55	8.62	0.97	1.3	3.7	6	8	82	<2	235	5.593							
29779	FINEALT	Altaelva	09.07.2017 20:00	0	0	347.111	7.41	7.06	0.84	4.54	3.2	5	8	47	<2	175	3.921							
29779	FINEALT	Altaelva	14.08.2017 10:30	0	0	172.852	7.57	7.83	0.38	1.06	3.7	5	8	50	<2	200	3.814	0.13	0.015	<0.003	0.58	0.23	0.28	0.21
29779	FINEALT	Altaelva	03.09.2017 17:55	0	0	164.42	7.59	8.12	<0.3	0.66	3.5	6	8	14	<2	190	4.243							
29779	FINEALT	Altaelva	01.10.2017 19:30	0	0	102.533	7.64	6.62	<0.3	0.51	3.4	2	5	27	<2	170	3.836	0.094	0.014	<0.003	0.44	0.15	0.24	0.18
29779	FINEALT	Altaelva	30.10.2017 10:55	0	0	74.601	7.58	7.39	<0.3	0.32	3.3	3	10	53	30	230	4.414							
29779	FINEALT	Altaelva	05.12.2017 10:15	0	0	43.46	7.49	7.82	<0.3	0.5	3	4	6	74	<2	190	5.057							
29779	FINEALT	Altaelva	02.01.2018 09:55	0	0	41.408	7.51	8.19	0.33	1.14	2.9	7	10	42	<2	200	5.893							
29779	FINEALT	Altaelva	06.02.2018 09:15	0	0	38.012	7.46	7.46	<0.3	0.86	2.8	2	4	62	<2	170	6.214	0.081	0.008	<0.003	0.37	<0.15	0.25	0.22
29779	FINEALT	Altaelva	05.03.2018 12:40	0	0	35.393	7.51	8.04	<0.3	0.5	2.8	4	6	51	<2	225	6.557							
29779	FINEALT	Altaelva	03.04.2018 10:30	0	0	32.41	7.64	8.31	<0.3	0.34	2.7	2	4	78	<2	170	6.879							
29779	FINEALT	Altaelva	08.05.2018 10:45	0	0	90.953	7.57	8.58	0.74	3.44	3.2	3	6	64	<2	215	6.086	0.1	0.022	<0.003	0.6	0.46	0.26	0.22
29779	FINEALT	Altaelva	04.06.2018 10:45	0	0	183.437	7.51	6.53	1.1	16.4	3.6	8	13	37	<2	180	4.071							
29779	FINEALT	Altaelva	02.07.2018 10:30	0	0	141.592	7.57	5.27	0.31	0.79	3	<1	5	28	<2	140	3.579							
29779	FINEALT	Altaelva	08.08.2018 12:35	0	0	76.969	7.6	5.97	<0.3	0.85	3	2	5	25	<2	180	3.536	0.09	0.008	<0.003	0.47	<0.15	0.24	0.15
29779	FINEALT	Altaelva	03.09.2018 11:55	0	0	78.138	7.7	6.47	<0.3	0.57	3.19	4	11	18	8	180	3.579							
29779	FINEALT	Altaelva	03.10.2018 08:20	0	0	93.767	7.57	6.46	0.47	0.62	3.1	<1	4	41	3	110	3.836	0.083	<0.005	<0.003	0.42	<0.15	0.24	0.15
29779	FINEALT	Altaelva	06.11.2018 10:10	0	0	53.042	7.5	7	<0.3	<0.33	2.7	2	7	62	19	190	4.286							
29779	FINEALT	Altaelva	06.12.2018 10:10	0	0	39.713	7.5	6.72	<0.3	2.73	2.8	2	4	49	<2	150	4.671							
29832	ROGEBJE	Bjerkreimselva	04.02.2015 09:20	0	0	57.452	6.22	3.96	<0.3	0.35	1.2	1	4	415	<2	510	1.74	0.081	0.167	0.023	0.19	3.08	0.15	0.052
29832	ROGEBJE	Bjerkreimselva	05.05.2015 09:00	0	0	45.33	6.6	3.89	0.32	0.56	1.2	<1	3	300	<2	435	1.536	0.083	0.145	0.02	0.23	2.7	0.17	0.059
29832	ROGEBJE	Bjerkreimselva	03.08.2015 08:45	0	0	36.968	6.59	3.3	0.4	0.4	1.4	<1	5	290	10	420	1.288	0.1	0.156	0.017	0.22	2	0.14	0.046
29832	ROGEBJE	Bjerkreimselva	06.10.2015 08:05	0	0	23.099	6.51	3.22	0.49	1.1	1.6	1	5	310	<2	485	1.23	0.11	0.286	0.018	0.25	2.6	0.072	0.068
29832	ROGEBJE	Bjerkreimselva	01.02.2016 10:00	0	0	101.368	6.61	4.22	<0.3	0.46	1.4	2	4	330	10	465	1.474	0.086	0.176	0.023	0.22	3	0.17	0.056
29832	ROGEBJE	Bjerkreimselva	03.05.2016 08:35	0	0	63.379	6.56	3.81	0.56	0.76	1.6	3	8	390	14	560	1.399	0.11	0.198	0.02	0.4	3.3	0.25	0.043
29832	ROGEBJE	Bjerkreimselva	01.08.2016 07:15	0	0	55.774	6.5	3.32	0.46	0.64	2	1	6	290	<2	465	1.305	0.085	0.163	0.018	0.29	2.3	0.19	0.095
29832	ROGEBJE	Bjerkreimselva	04.10.2016 08:00	0	0	45.924	6.51	3.21	0.38	0.43	2.1	<1	4	290	<2	450	1.271	0.098	0.154	0.023	0.31	2.5	0.35	0.053
29832	ROGEBJE	Bjerkreimselva	23.01.2017 15:05	0	0	42.863	6.34	3.77	<0.3	<0.2		<1	3	370	<2	440	1.592							
29832	ROGEBJE	Bjerkreimselva	06.02.2017 15:47	0	0	31.291	6.2	3.91	0.4	0.55	1.4	1	3	420	<2	500	1.71	0.094	0.21	0.022	0.4	3.2	0.2	0.065
29832	ROGEBJE	Bjerkreimselva	06.03.2017 17:36	0	0	51.224	6.48	4.33	0.31	0.43	1.6	<1	3	460	<2	560	1.843							
29832	ROGEBJE	Bjerkreimselva	04.04.2017 16:00	0	0	43.608	6.29	3.31	<0.3	0.3	1.3	<1	3	300	<2	395	1.367							
29832	ROGEBJE	Bjerkreimselva	02.05.2017 14:00	0	0	32.867	6.52	3.73	<0.3	0.18	1.4	<1	2	490	6	495	1.551	0.06	0.116	0.02	0.19	2.4	0.14	0.047
29832	ROGEBJE	Bjerkreimselva	13.06.2017 14:00	0	0	37.182	6.57	3.83	0.54	0.59	1.5	<1	4	300	<2	430	1.38							
29832	ROGEBJE	Bjerkreimselva	03.07.2017 17:50	0	0	27.826	6.69	3.38	0.34	0.33	1.5	<1	7	260	<2	385	1.224							
29832	ROGEBJE	Bjerkreimselva	07.08.2017 10:30	0	0	74.058	6.47	3.51	0.59	0.73	2	3	6	300	<2	440	1.489	0.08	0.221	0.022	0.34	2.8	0.21	0.067
29832	ROGEBJE	Bjerkreimselva	06.09.2017 13:50	0	0	44.441	6.62	3.86	1.6	2.39	3.3	4	18	390	<2	640	1.862							
29832	ROGEBJE	Bjerkreimselva	10.10.2017 13:06	0	0	64.88	6.48	3.4	0.47	0.65	1.9	2	5	390	4	520	1.457	0.1	0.228	0.021	0.18	2.2	0.15	0.069
29832	ROGEBJE	Bjerkreimselva	01.11.2017 16:00	0	0	54.254	6.42	3.16	<0.3	0.5	1.8	2	4	320	6	470	1.515							
29832	ROGEBJE	Bjerkreimselva	11.12.2017 16:00	0	0	107.939	6.29	3.58	<0.3	0.43	1.7	1	13	310	5	445	1.674							
29832	ROGEBJE	Bjerkreimselva	07.01.2018 17:40	0	0	51.889	6.38	3.55	<0.3	0.53	1.3	1	4	400	<2	500	1.821							
29832	ROGEBJE	Bjerkreimselva	06.02.2018 15:30	0	0	61.308	6.32	3.89	<0.3	0.64	1.5	1	4	420	7	565	1.759	0.074	0.148	0.019	0.18	2.8	0.14	0.043
29832	ROGEBJE	Bjerkreimselva	05.03.2018 16:00	0	0	27.924	6.49	3.9	<0.3	0.42	1.2	<1	3	430	<2	545	1.971							
29832	ROGEBJE	Bjerkreimselva	11.04.2018 16:00	0	0	28.871	6.52	3.58	<0.3	0.52	1.2	1	4	320	<2	455	1.528							
29832	ROGEBJE	Bjerkreimselva	08.05.2018	0	0	55.242																		
29832	ROGEBJE	Bjerkreimselva	08.05.2018 17:00	0	0	55.242	6.43	3.07	<0.3	1.3	1.2	1	3	250	2	380	1.202	0.089	0.191	0.016	0.2	2.2	0.12	0.049
29832	ROGEBJE	Bjerkreimselva	04.06.2018 17:00	0	0	19.471	6.69	3.32	0.36	0.99	1.6	1	4	220	24	360	1.031							
29832	ROGEBJE	Bjerkreimselva	04.07.2018 12:00	0	0	17.776	6.67	3.31	0.34	<0.5	1.3	2	2	290	18	400	1.146							
29832	ROGEBJE	Bjerkreimselva	07.08.2018 15:00	0	0	27.423																		
29832	ROGEBJE	Bjerkreimselva	07.08.2018 16:00	0	0	27.423	6.89	3.77	0.41	1.02	1.4	2	5	330	18	510	1.386	0.094	0.113	0.012	0.26	0.89	0.11	0.059
29832	ROGEBJE	Bjerkreimselva	05.09.2018 17:28	0	0	26.273	6.61	3.17	<0.3	0.48	1.65	<1	4	250	9	430	1.093							
29832	ROGEBJE	Bjerkreimselva	09.10.2018	0	0	95.78																		
29832	ROGEBJE	Bjerkreimselva	09.10.2018 16:00	0	0	95.78	6.48	3.82	0.55	0.74	1.7	<1	6	410	3	430	1.517	0.11	0.228	0.024	0.43	3.5	0.23	0.084
29832	ROGEBJE	Bjerkreimselva	07.11.2018 17:00	0	0	36.491	6.47	3.45	0.38	<0.33	1.4	<1	4	320	<2	440	1.498							
29832	ROGEBJE	Bjerkreimselva	05.12.2018 16:30	0	0	66.522	6.55	3.3	<0.3	0.44	1.5	2	3	350	<2	410	1.556							
29612	BUSEDRA	Drammenselva	07.01.2015 12:25	0	0	324.305	7.19	3.31	1.2	1.51	3.2	<1	4	232	12	405	3.343	0.12	0.217	0.006	0.7	1.6	0.45	0.1
29612	BUSEDRA	Drammenselva	18.02.2015 09:50	0	0	334.938	7.38	3.34	0.66	0.8	2.5	1	3	230	9	370	2.914	0.11	1.2	0.006	0.58	2.04	0.42	0.085
29612	BUSEDRA	Drammenselva	11.03.2015 08:25	0	0	336.002	7.46	4.21	2.6	3.07	2.9	4	7	330	4	520	3.493	0.14	1.1	0.007	0.79	2.7	0.51	0.16
29612	BUSEDRA	Drammenselva	07.04.2015 11:00	0	0	318.989	7.23	4.57	1.4	1.72	3.1	2	1	310	11	480	3.3	0.12	0.083	0.011	0.75	2.6	0.54	0.13
29612	BUSEDRA	Drammenselva	05.05.2015 10:00	0	0	330.685	7.14	3.3	1	2.01	3.1	1	4	190	8	390	2.893	0.12	0.088	0.008	0.63	1.9	0.57	0.31
29612	BUSEDRA	Drammenselva	13.05.2015 10:00	0	0	401.926	7.11	3.7	1	1.35	3.3	1	2	250	5	445	2.936	0.13	0.07	0.006	0.63	2.2	0.45	0.12
29612	BUSEDRA	Drammenselva	26.05.2015 09:30	0	0	400.863	7.25	3.62	0.69	1.05	3.1	1	5	210	4	425	3.043	0.11	0.06	0.006	0.57	1.7	0.4	0.1
29612	BUSEDRA	Drammenselva	09.06.2015 09:30	0	0	475.293	7.22	3.71	0.88	1.25	3.5	1	3	230	2	395	2.357	0.13	0.058	0.008	0.6	1.5	0.72	0.1
29612	BUSEDRA	Drammenselva	15.06.2015 14:00	0	0	385.976	7.17	3.71	0.88	1.38	3.4	1	4	210	7	395	2.829	0.13	0.066	0.008	0.65	1.8	0.42	0.094
29612	BUSEDRA	Drammenselva	23.06.2015 09:30	0	0	301.976	7.16	3.89	1.9	1.55	3.4	1	6	190	6	390	2.764	0.15	0.057	0.01	0.6	1.7	0.41	0.077
29612	BUSEDRA	Drammenselva	07.07.2015 09:30	0	0	283.9	7.15	3.12	1.3	1.57	4	2	6	120	13	305	2.443	0.14	0.082	0.007	0.62	1.8	0.39	0.08
29612	BUSEDRA	Drammenselva	04.08.2015 10:00	0	0	301.976	7.07	3.16	0.9	1.12	3.3	<1	5	150	17	335	2.271	0.13	0.051	0.007	0.58	1	0.39	0.079
29612	BUSEDRA	Drammenselva	03.09.2015 15:00	0	0	780.459	7.42	6.13	17	29.3	7.6	32	47	300	<2	735	5.271	0.48	1.05	0.029	2.58	13.4	1.34	0.65
29612	BUSEDRA	Drammenselva	06.10.2015 08:30	0	0	464.66	7.17	3.38	1.1	1.83	4.2	2	6	170	11	410	2.914	0.17	0.11	0.009	0.73	2	0.38	0.17
29612	BUSEDRA	Drammenselva	10.11.2015 13:00	0	0	330.685	7.1	3.47	3	2.1	4.1	2	7	230	4	410	3.15	0.15	1.32	0.009	1.09	3.2	0.42	0.14
29612	BUSEDRA	Drammenselva	08.12.2015 10:00	0	0	301.976	7.22	3.92	1.7	2.31	3.9	2	6	280	<2	460	3.793	0.16	0.531	0.015	1.52	2.9	0.53	0.16
29612	BUSEDRA	Drammenselva	05.01.2016 10:45	0	0	325.639	7.12	4.17	1.4	1.35	3.3	2	5	280	9	455	3.214	0.14	0.082	0.013	0.71	2.8	0.48	0.12
29612	BUSEDRA	Drammenselva	09.02.2016 11:00	0	0	336.874	7.15	4.76	8.5	10.35	3.4	13	22	390	6	610	4.179	0.21	2.3	0.011	1.09	4.3	0.72	0.35
29612	BUSEDRA	Drammenselva	08.03.2016 11:00	0	0	178.988	7.13	3.65	1.27	1.04	2.7	3	5	220	12	370	2.743	0.12	1.39	0.008	0.77	4.4	0.52	0.13
29612	BUSEDRA	Drammenselva	05.04.2016 13:00	0	0	363.813	7.18	4.97	12	18.8	3.9	16	23	460	10	690	4.586	0.22	1.79	0.014	1.33	4.5	0.83	0.5
29612	BUSEDRA	Drammenselva	10.05.2016 17:45	0	0	369.338	7.25	4.16	2.6	1.98	3.4	6	14	220	10	455	3.107	0.17	1.45	0.008	0.89	3.4	0.49	0.17
